time_s,target_angle_rad,actual_angle_rad,target_ang_vel_rad_s,actual_ang_vel_rad_s,model_torque_nm,angular_acceleration_rad_s2
2.1,0.24270137984068313,1.0584510209088904,2.34663789472784,2.866354349278844,-0.6237443685531616,-6.237443685531616
2.11,0.2660441404337229,1.0864666806288288,2.321530244542741,2.80156597199384,-0.6478837728500366,-6.478837728500366
2.12,0.28912434758005345,1.1138107794056404,2.2941315242880207,2.7344098776811725,-0.6715609431266785,-6.715609431266785
2.13,0.31191922390172677,1.1404601270986012,2.264468773192685,2.6649347692960865,-0.6947510838508606,-6.947510838508606
2.14,0.3344062736078746,1.1663920453920718,2.2325712648108347,2.593191829347051,-0.7174293994903564,-7.1742939949035645
2.15,0.3565633046953296,1.191584391994983,2.198470478132212,2.5192346602911124,-0.7395716905593872,-7.395716905593872
2.16,0.3783684508494603,1.216015583946252,2.1622000665162293,2.4431191951269278,-0.7611546516418457,-7.611546516418457
2.17,0.3998001930235781,1.2396646203241533,2.123795824480175,2.3649036377901207,-0.7821555733680725,-7.821555733680725
2.18,0.420837380675645,1.2625111040616164,2.083295652374334,2.284648373746313,-0.8025526404380798,-8.025526404380798
2.19,0.4414592526412972,1.2845352630462719,2.040739518978932,2.202415898465551,-0.8223247528076172,-8.223247528076172
2.2,0.46164545762261455,1.305717970028402,1.9961694220597654,2.118270698213018,-0.8414520025253296,-8.414520025253296
2.21,0.48137607427238877,1.3260407613367995,1.9496293469214832,2.032279130839742,-0.8599156737327576,-8.599156737327576
2.22,0.5006316308540949,1.345485854819765,1.90116522299939,1.9445093482965596,-0.8776978254318237,-8.776978254318237
2.23,0.5193931244581369,1.3640361662959901,1.850824878532657,1.8550311476225025,-0.8947820067405701,-8.9478200674057
2.24,0.537642039755431,1.3816753250517637,1.7986579933636067,1.763915875577367,-0.911152720451355,-9.11152720451355
